name,genre,platform,year_of_release,publisher,rating
Stuart Little 3: Big Photo Adventure,Platform,PS2,2005.0,Sony Computer Entertainment,E
"Ni Hao, Kai-lan: Super Game Day",Misc,PS2,2009.0,Take-Two Interactive,E
Ultimate Shooting Collection,Shooter,Wii,2008.0,Milestone,E
Infernal: Hell's Vengeance,Shooter,X360,2009.0,Playlogic Game Factory,M
Pitfall: The Lost Expedition,Platform,GC,2004.0,Activision,E
Man vs. Wild,Action,Wii,2011.0,Crave Entertainment,T
GT Advance 3: Pro Concept Racing,Racing,GBA,2002.0,THQ,E
Duke Nukem: Land of the Babes,Shooter,PS,2000.0,Atari,M
Puchi Puchi Virus,Puzzle,DS,2007.0,Jaleco,E
Need For Speed: Undercover,Racing,PC,2008.0,Electronic Arts,T
Need for Speed: Most Wanted,Racing,PC,2012.0,Electronic Arts,T
PQ: Practical Intelligence Quotient,Puzzle,PSP,2005.0,D3Publisher,E
The Wolf Among Us,Adventure,XOne,2014.0,Telltale Games,M
10 Minute Solution,Sports,Wii,2010.0,Activision,E
Family Game Night 4: The Game Show,Misc,X360,2011.0,Electronic Arts,E
R: Racing Evolution,Racing,GC,2003.0,Namco Bandai Games,T
Zero Escape: Zero Time Dilemma,Adventure,3DS,2016.0,Aksys Games,M
Stella Deus: The Gate of Eternity,Strategy,PS2,2004.0,505 Games,T
Vietcong: Purple Haze,Shooter,XB,2004.0,Gathering of Developers,M
Conflict: Desert Storm,Shooter,GC,2003.0,SCi,T
P.T.O. IV: Pacific Theater of Operations,Strategy,PS2,2002.0,Tecmo Koei,E
Bella Sara,Misc,DS,2008.0,Codemasters,E
Mind Quiz: Your Brain Coach,Misc,DS,2006.0,Ubisoft,E
Elebits: The Adventures of Kai and Zero,Adventure,DS,2008.0,Konami Digital Entertainment,E
Codename: Kids Next Door: Operation S.O.D.A.,Platform,GBA,2004.0,Global Star,E
Far Cry Instincts Evolution,Shooter,XB,2006.0,Ubisoft,M
Rayman Origins,Platform,PC,2012.0,Ubisoft,E10+
Medal of Honor: Underground,Shooter,GBA,2002.0,Zoo Digital Publishing,T
Cosmic Family,Misc,Wii,2007.0,Ubisoft,E
Driven,Racing,GC,2002.0,BAM! Entertainment,T
Dynasty Warriors 3,Action,XB,2002.0,THQ,T
Jimmie Johnson's Anything With an Engine,Racing,PS3,2011.0,Konami Digital Entertainment,E10+
MTV Music Generator 3: This Is the Remix,Misc,XB,2004.0,Codemasters,T
Party Pigs: Farmyard Games,Misc,Wii,2009.0,Data Design Interactive,E
Grand Ages: Medieval,Strategy,PS4,2015.0,Kalypso Media,T
In The Groove,Misc,PS2,2005.0,RedOctane,E
The Legend of Kage 2,Action,DS,2008.0,Square Enix,E10+
World Tour Soccer 06,Sports,PSP,2006.0,Sony Computer Entertainment,E
Baroque,Role-Playing,Wii,2008.0,Rising Star Games,T
Lost Dimension,Role-Playing,PS3,2014.0,Nippon Ichi Software,T
Magic Pengel: The Quest for Color,Role-Playing,PS2,2002.0,Taito,E
Little League World Series Baseball: Double Play,Sports,DS,2010.0,Activision,E
Agatha Christie: And Then There Were None,Adventure,Wii,2008.0,The Adventure Company,T
Grease Dance,Misc,PS3,2011.0,505 Games,T
Futurama,Platform,PS2,2003.0,SCi,T
The History Channel: Battle for the Pacific,Shooter,PS3,2008.0,Activision,T
Animal Kingdom: Wildlife Expedition,Adventure,Wii,2009.0,Natsume,E
Rayman 3: Hoodlum Havoc,Platform,XB,2003.0,Ubisoft,E
Superman Returns,Action,DS,2006.0,Electronic Arts,E
Super Ghouls 'n Ghosts,Platform,GBA,2002.0,Capcom,E
Legend of the Guardians: The Owls of Ga'Hoole,Action,X360,2010.0,Warner Bros. Interactive Entertainment,E10+
Need for Speed Underground 2,Racing,PC,2004.0,Electronic Arts,T
Gladius,Strategy,GC,2003.0,Activision,T
The Hustle: Detroit Streets,Sports,PSP,2005.0,Deep Silver,T
Blood Drive,Racing,PS3,2010.0,Activision,M
Escape Dead Island,Action,PS3,2014.0,Deep Silver,M
Torchlight,Role-Playing,PC,2009.0,JoWood Productions,T
Pac-Man World 3,Platform,PSP,2005.0,Namco Bandai Games,E
Rogue Trooper: Quartz Zone Massacre,Shooter,Wii,2009.0,Reef Entertainment,T
Disney's Planes,Simulation,3DS,2013.0,Disney Interactive Studios,E
Winx Club,Shooter,GBA,2005.0,Konami Digital Entertainment,E
World Party Games,Misc,Wii,2009.0,505 Games,E
Damage Inc.: Pacific Squadron WWII,Simulation,X360,2012.0,Mad Catz,T
My Fun Facts Coach,Misc,DS,2008.0,Ubisoft,E
Open Season,Platform,PSP,2006.0,Ubisoft,E10+
America's Next Top Model,Action,Wii,2010.0,Crave Entertainment,E10+
Bomberman Max 2: Red Advance,Puzzle,GBA,2002.0,Vivendi Games,E
F.E.A.R. 2: Project Origin,Shooter,PC,2009.0,Warner Bros. Interactive Entertainment,M
Margot's Word Brain,Puzzle,DS,2008.0,Zoo Games,E10+
Godai: Elemental Force,Action,PS2,2002.0,3DO,T
Chronicles of Mystery: The Secret Tree of Life,Adventure,DS,2011.0,City Interactive,E10+
Still Life,Adventure,XB,2005.0,Microids,M
Big Mutha Truckers 2,Racing,XB,2005.0,Empire Interactive,M
SpongeBob's Truth or Square,Action,X360,2009.0,THQ,E
I-Ninja,Platform,XB,2003.0,Namco Bandai Games,T
The Lord of the Rings: The Battle for Middle-Earth,Strategy,PC,2004.0,Electronic Arts,T
Kessen III,Strategy,PS2,2004.0,Tecmo Koei,T
Learn Geography,Misc,DS,2009.0,DreamCatcher Interactive,E
Harlem Globetrotters: World Tour,Sports,DS,2006.0,Zoo Digital Publishing,E
The King of Fighters Collection: The Orochi Saga,Fighting,PSP,2008.0,Ignition Entertainment,T
Aero Elite: Combat Academy,Simulation,PS2,2002.0,Sega,E
Wrath Unleashed,Strategy,PS2,2004.0,LucasArts,T
Divinity II: Ego Draconis,Role-Playing,PC,2009.0,DTP Entertainment,M
Pong / Asteroids / Yars' Revenge,Misc,GBA,2005.0,Zoo Digital Publishing,E
Commandos 2: Men of Courage,Strategy,XB,2002.0,Eidos Interactive,T
Emergency 2012,Simulation,PC,2010.0,Deep Silver,T
Winter Sports 2: The Next Challenge,Sports,X360,2008.0,RTL,E
Overlord: Minions,Puzzle,DS,2009.0,Codemasters,E10+
Fairy Fencer F: Advent Dark Force,Role-Playing,PS4,2015.0,Idea Factory International,T
Roogoo Attack!,Puzzle,DS,2009.0,SouthPeak Games,E
Maximum Chase,Racing,XB,2002.0,Microsoft Game Studios,T
Prey the Stars,Action,DS,2008.0,Tecmo Koei,E
Alvin and the Chipmunks,Misc,PS2,2007.0,Brash Entertainment,E
Hearts of Iron III,Strategy,PC,2009.0,Paradox Interactive,E10+
Picture Perfect Hair Salon,Simulation,DS,2009.0,505 Games,E
Kengo: Legend of The 9,Fighting,X360,2006.0,Majesco Entertainment,M
Romance of the Three Kingdoms XI,Strategy,PS2,2007.0,Tecmo Koei,E10+
Hammerin' Hero,Action,PSP,2008.0,Irem Software Engineering,E10+
Dark Souls III,Role-Playing,PC,2016.0,Namco Bandai Games,M
Petz Fantasy 3D,Simulation,3DS,2011.0,Ubisoft,E
Tak: The Great Juju Challenge,Platform,XB,2005.0,THQ,E
TMNT: Mutant Melee,Fighting,GC,2005.0,Konami Digital Entertainment,T
Combat: Task Force 121,Shooter,XB,2005.0,Zoo Digital Publishing,M
Goosebumps HorrorLand,Adventure,PS2,2008.0,Scholastic Inc.,E10+
Stacked with Daniel Negreanu,Misc,PS2,2006.0,Myelin Media,T
Rapala Pro Bass Fishing 2010,Sports,PSP,2010.0,Activision,E
Circus Maximus: Chariot Wars,Racing,XB,2002.0,THQ,T
Squishy Tank,Puzzle,DS,2010.0,Natsume,E
Dungeon Maker II: The Hidden War,Role-Playing,PSP,2007.0,Global A Entertainment,E10+
Discovery Kids: Parrot Pals,Simulation,DS,2009.0,505 Games,E
Elements of Destruction,Strategy,DS,2007.0,THQ,E10+
Serious Sam: Next Encounter,Shooter,PS2,2004.0,Global Star,M
Tom Clancy's Ghost Recon 2,Shooter,GC,2005.0,Ubisoft,T
SpongeBob's Truth or Square,Action,PSP,2009.0,THQ,E
Monster Racers,Racing,DS,2009.0,Tecmo Koei,E
Pitfall: The Lost Expedition,Platform,GBA,2003.0,Activision,E
Rock Band Country Track Pack 2,Misc,PS3,2011.0,MTV Games,E10+
Speed Zone,Racing,Wii,2009.0,Bethesda Softworks,E
Jewel Time Deluxe,Puzzle,DS,2011.0,O-Games,E
James Cameron's Dark Angel,Action,XB,2002.0,Vivendi Games,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Racing,PS2,2007.0,Midway Games,M
Generator Rex: Agent of Providence,Action,PS3,2011.0,Activision,E10+
NCAA College Football 2K3,Sports,GC,2002.0,Sega,E
Karaoke Revolution Party,Misc,GC,2005.0,Konami Digital Entertainment,E10+
Crayola: Colorful Journey,Misc,Wii,2009.0,Crave Entertainment,E
Jumper: Griffin's Story,Action,PS2,2008.0,Eidos Interactive,T
Operation Darkness,Role-Playing,X360,2007.0,Success,M
Emily the Strange: Strangerous,Action,DS,2011.0,DTP Entertainment,E10+
Galerians: Ash,Adventure,PS2,2002.0,Sammy Corporation,T
Jimmie Johnson's Anything With an Engine,Racing,Wii,2011.0,Konami Digital Entertainment,E10+
R-Type Command,Strategy,PSP,2007.0,Rising Star Games,E10+
Just Dance: Disney Party 2,Action,XOne,2015.0,Ubisoft,E
Haunting Ground,Action,PS2,2005.0,Capcom,M
Grand Kingdom,Role-Playing,PS4,2015.0,Nippon Ichi Software,T
Robocalypse,Strategy,DS,2008.0,Tecmo Koei,E10+
Disney Sports Skateboarding,Sports,GBA,2002.0,Konami Digital Entertainment,E
Homie Rollerz,Racing,DS,2008.0,Destineer,E
Let's Paint,Simulation,Wii,2010.0,Zoo Games,E
Escape Dead Island,Action,X360,2014.0,Deep Silver,M
Tom Clancy's Splinter Cell: Chaos Theory,Action,DS,2005.0,Ubisoft,T
SimCity 4: Deluxe Edition,Simulation,PC,2003.0,Electronic Arts,E
CSI: Dark Motives,Adventure,DS,2007.0,Ubisoft,T
Romance of the Three Kingdoms IX,Strategy,PS2,2003.0,Tecmo Koei,E
Second Sight,Adventure,XB,2004.0,Codemasters,T
Rock Band Track Pack: Classic Rock,Misc,X360,2009.0,MTV Games,T
Operation Flashpoint: Red River,Shooter,PC,2011.0,Codemasters,M
Vanguard Bandits,Strategy,PS,1998.0,Human Entertainment,T
MLB Front Office Manager,Sports,X360,2009.0,Take-Two Interactive,E
Vampire Legends: Power of Three,Adventure,DS,2010.0,THQ,E
Child of Light,Role-Playing,PSV,2014.0,Ubisoft,E10+
Silent Hill: Origins,Action,PS2,2008.0,Konami Digital Entertainment,M
ESPN National Hockey Night,Sports,PS2,2001.0,Konami Digital Entertainment,E
Cut the Rope,Puzzle,3DS,2014.0,Activision,E
Resident Evil: Revelations 2,Action,X360,2015.0,Capcom,M
Taz Wanted,Platform,XB,2002.0,Atari,E
Harry Potter and the Sorcerer's Stone,Action,XB,2003.0,Electronic Arts,E
Moxie Girlz,Misc,DS,2011.0,GameMill Entertainment,E
Damnation,Shooter,X360,2009.0,Codemasters,M
Samurai Warriors,Action,XB,2004.0,Tecmo Koei,T
Rec Room Games,Sports,DS,2011.0,Destineer,E
FIFA Soccer 2004,Sports,GC,2003.0,Electronic Arts,E
Record of Agarest War,Role-Playing,PS3,2007.0,Ghostlight,T
SNK Arcade Classics Vol. 1,Misc,Wii,2008.0,Ignition Entertainment,T
Dave Mirra BMX Challenge,Sports,PSP,2006.0,Oxygen Interactive,E
Rayman 3: Hoodlum Havoc,Platform,GC,2003.0,Ubisoft,E
Tony Hawk's Pro Skater 5,Sports,X360,2015.0,Activision,T
The Guy Game,Misc,XB,2004.0,Gathering of Developers,M
Fantasia: Music Evolved,Misc,X360,2014.0,Disney Interactive Studios,E10+
Ghost in the Shell: Stand Alone Complex,Adventure,PSP,2005.0,Atari,T
Open Season,Platform,Wii,2006.0,Ubisoft,E10+
Dave Mirra BMX Challenge,Sports,Wii,2007.0,505 Games,E
BlazBlue: Chrono Phantasma,Fighting,PSV,2014.0,Arc System Works,T
Crimson Sea 2,Action,PS2,2004.0,Tecmo Koei,T
Tokyo Twilight Ghost Hunters,Role-Playing,PSV,2014.0,Aksys Games,T
Earth Defense Force 2: Invaders from Planet Space,Action,PSV,2014.0,Xseed Games,T
Digimon World Championship,Role-Playing,DS,2008.0,Namco Bandai Games,E
RayStorm,Shooter,PS,1997.0,Sony Computer Entertainment,E
Dynasty Warriors 8: Empires,Action,XOne,2014.0,Tecmo Koei,T
futureU: The Prep Game for SAT,Misc,DS,2008.0,Aspyr,E
Catwoman,Action,GC,2004.0,Electronic Arts,T
Colosseum: Road to Freedom,Role-Playing,PS2,2005.0,Tecmo Koei,M
Football Manager 2010,Sports,PC,2009.0,Sega,E
Target: Terror,Shooter,Wii,2008.0,Konami Digital Entertainment,M
Mugen Souls Z,Role-Playing,PS3,2013.0,Nippon Ichi Software,T
BeatMania,Simulation,PS2,2006.0,Konami Digital Entertainment,E10+
Sprint Cars: Road to Knoxville,Racing,PS2,2005.0,THQ,E
Silpheed: The Lost Planet,Shooter,PS2,2000.0,Swing! Entertainment,T
Real Time Conflict: Shogun Empires,Strategy,DS,2005.0,Namco Bandai Games,E10+
Spartan: Total Warrior,Action,GC,2005.0,Sega,M
Pitfall: The Lost Expedition,Platform,XB,2004.0,Activision,E
Yamaha Supercross,Racing,Wii,2009.0,Zoo Digital Publishing,E
Petz: Hamsterz Bunch,Simulation,PSP,2009.0,Ubisoft,E
River City Ransom EX,Action,GBA,2004.0,Atlus,T
Bionicle Heroes,Shooter,X360,2006.0,Eidos Interactive,E10+
Ant Nation,Simulation,DS,2009.0,Konami Digital Entertainment,E
Fable: The Lost Chapters,Role-Playing,PC,2005.0,Microsoft Game Studios,M
Crazy Taxi 2,Racing,DC,2001.0,Sega,T
The Sims 2: Seasons,Simulation,PC,2007.0,Electronic Arts,T
Pizza Delivery Boy,Simulation,Wii,2010.0,Majesco Entertainment,E
Heavenly Guardian,Shooter,Wii,2007.0,505 Games,E
Dynasty Warriors DS: Fighter's Battle,Action,DS,2007.0,Tecmo Koei,E10+
The Testament of Sherlock Holmes,Adventure,PC,2012.0,Focus Home Interactive,M
Robot Alchemic Drive,Action,PS2,2002.0,Enix Corporation,T
Alpha and Omega,Action,DS,2010.0,Unknown,E
Tomb Raider: Legend,Action,DS,2006.0,Eidos Interactive,T
Warhammer: Battle For Atluma,Action,PSP,2006.0,Namco Bandai Games,T
Eagle Flight,Adventure,PS4,2016.0,Ubisoft,E10+
Operation: Vietnam,Shooter,DS,2007.0,Majesco Entertainment,T
Fighter Maker 2,Fighting,PS2,2002.0,Enterbrain,T
Lifeline,Adventure,PS2,2003.0,Sony Computer Entertainment,M
Dragon Valor,Role-Playing,PS,1999.0,Sony Computer Entertainment,T
Tokyo Beat Down,Action,DS,2008.0,Success,T
NHL 2005,Sports,GC,2004.0,Electronic Arts,E
Midway Arcade Treasures 3,Misc,GC,2005.0,Midway Games,E
Microsoft Flight Simulator 2004: A Century of Flight,Simulation,PC,2003.0,Microsoft Game Studios,E
Anubis II,Platform,Wii,2007.0,Metro 3D,E
Ultimate Board Game Collection,Misc,PSP,2007.0,Xplosiv,E
Jake Power: Handyman,Adventure,DS,2008.0,Ubisoft,E
My Dress-Up,Misc,DS,2008.0,Oxygen Interactive,E10+
Beat City,Misc,DS,2010.0,THQ,E
Sudoku Fever,Puzzle,GBA,2006.0,Take-Two Interactive,E
Inversion,Shooter,PS3,2012.0,Namco Bandai Games,M
Ultimate Marvel vs. Capcom 3,Fighting,X360,2011.0,Capcom,T
The Powerpuff Girls: Relish Rampage,Action,GC,2002.0,BAM! Entertainment,E
Army Men: RTS,Strategy,GC,2004.0,Global Star,T
Classic Action: Devilish,Misc,DS,2005.0,505 Games,T
Assassin's Creed Chronicles,Action,PSV,2016.0,Ubisoft,T
Dragoneer's Aria,Role-Playing,PSP,2007.0,Tecmo Koei,E10+
Major League Baseball 2K10,Sports,PSP,2010.0,Take-Two Interactive,E
N+,Platform,DS,2007.0,Atari,E
Titanic Mystery,Puzzle,DS,2010.0,PlayV,T
Obscure,Adventure,PS2,2004.0,Microids,M
Sega Soccer Slam,Sports,GC,2002.0,Sega,E
Deep Labyrinth,Action,DS,2006.0,505 Games,E10+
Spawn: Armageddon,Action,GC,2003.0,Electronic Arts,M
God Hand,Action,PS2,2006.0,Capcom,M
Legends of Wrestling II,Fighting,GBA,2002.0,Acclaim Entertainment,E
Fatal Fury: Battle Archives Volume 2,Fighting,PS2,2007.0,SNK Playmore,T
Mario Tennis,Sports,Wii,2010.0,Nintendo,E
Jurassic Park: Operation Genesis,Simulation,XB,2003.0,Konami Digital Entertainment,T
FIFA Soccer 06,Sports,GBA,2005.0,Electronic Arts,E
Freddi Fish: Kelp Seed Mystery,Adventure,Wii,2008.0,Majesco Entertainment,E
RedCard 20-03,Sports,PS2,2002.0,Midway Games,E
Brothers in Arms: Furious 4,Shooter,PS3,2012.0,Ubisoft,M
Future Tactics: The Uprising,Strategy,PS2,2004.0,Crave Entertainment,T
Driver: Parallel Lines,Racing,XB,2006.0,Atari,M
Top Gun,Simulation,PS3,2011.0,505 Games,T
Batman: Rise of Sin Tzu,Action,GBA,2003.0,Ubisoft,E
Basketball Hall of Fame Ultimate Hoops Challenge,Sports,Wii,2010.0,Zoo Games,E
Dragon Ball Z: Battle of Z,Fighting,X360,2014.0,Namco Bandai Games,T
World Racing,Racing,XB,2003.0,TDK Mediactive,E
Resident Evil 5,Action,PC,2009.0,Capcom,M
X-Men: The Official Game,Action,GBA,2006.0,Activision,E10+
Disney's Party,Misc,GBA,2003.0,Hudson Entertainment,E
Generator Rex: Agent of Providence,Action,DS,2011.0,Activision,E10+
Storybook Workshop,Misc,Wii,2009.0,Konami Digital Entertainment,E
Pipe Mania,Puzzle,PSP,2008.0,Empire Interactive,E
Daniel X: The Ultimate Power,Action,DS,2010.0,THQ,E10+
Fantasy Aquarium World,Simulation,Wii,2009.0,Destineer,E
Reader Rabbit 1st Grade,Misc,Wii,2010.0,Graffiti,E
The King of Fighters 02/03,Fighting,PS2,2005.0,SNK,T
Centipede / Breakout / Warlords,Misc,GBA,2005.0,Zoo Digital Publishing,E
Sly 2: Band of Thieves,Platform,PS3,2010.0,Sony Computer Entertainment,E
Armored Core: Nine Breaker,Simulation,PS2,2004.0,505 Games,T
Terraria,Action,PS4,2014.0,505 Games,T
Cabela's Big Game Hunter 2005 Adventures,Sports,GC,2004.0,Activision,T
Worms 3D,Strategy,GC,2003.0,Sega,T
BlazBlue: Chrono Phantasma Extend,Action,XOne,2015.0,PQube,T
TRON: Evolution,Action,PC,2010.0,Disney Interactive Studios,T
Pac-Man and the Ghostly Adventures 2,Adventure,WiiU,2014.0,Namco Bandai Games,E10+
The Guided Fate Paradox,Role-Playing,PS3,2013.0,Nippon Ichi Software,T
Mayhem 3D,Racing,X360,2011.0,Evolved Games,E10+
Karaoke Revolution Party,Misc,XB,2005.0,Konami Digital Entertainment,E10+
Carol Vorderman's Sudoku,Puzzle,PSP,2006.0,Xplosiv,E
WipEout HD Fury,Racing,PS3,2009.0,Sony Computer Entertainment,E10+
Fallout: Brotherhood of Steel,Role-Playing,PS2,2004.0,Avalon Interactive,M
Dreamer Series: Pop Star,Misc,DS,2009.0,Tivola,E
Penguins of Madagascar,Action,3DS,2014.0,Namco Bandai Games,E
"Flower, Sun, and Rain",Adventure,DS,2008.0,Rising Star Games,T
Gunstar Super Heroes,Shooter,GBA,2005.0,Sega,E10+
Interactive Storybook DS Series 1,Misc,DS,2007.0,Tommo,E
Frogger Advance: The Great Quest,Action,GBA,2002.0,Konami Digital Entertainment,E
Cities XL 2012,Strategy,PC,2011.0,Focus Home Interactive,E
Worms Forts: Under Siege,Strategy,XB,2004.0,Sega,T
The Tale of Despereaux,Platform,DS,2008.0,Brash Entertainment,E
Jam Sessions 2,Misc,DS,2009.0,Ubisoft,E10+
Full Spectrum Warrior: Ten Hammers,Strategy,PS2,2006.0,THQ,M
Just Dance: Disney Party 2,Action,X360,2015.0,Ubisoft,E
Natural Doctrine,Role-Playing,PSV,2014.0,Nippon Ichi Software,M
Hasbro Family Game Night Fun Pack,Misc,X360,2011.0,Electronic Arts,E
Prince of Persia: The Fallen King,Action,DS,2008.0,Ubisoft,E
NHL Hitz Pro,Sports,XB,2003.0,Midway Games,E
Broken Sword 5: The Serpent's Curse,Adventure,PS4,2015.0,Revolution Software,T
Alan Wake,Action,PC,2012.0,Nordic Games,T
Hot Wheels: Burnin' Rubber,Racing,GBA,2001.0,THQ,E
Lost in Blue 2,Adventure,DS,2007.0,Konami Digital Entertainment,E10+
Risen 3: Titan Lords,Role-Playing,X360,2014.0,Deep Silver,M
Steambot Chronicles: Battle Tournament,Fighting,PSP,2008.0,Irem Software Engineering,E10+
Wings of War,Simulation,XB,2004.0,Take-Two Interactive,T
187: Ride or Die,Racing,XB,2005.0,Ubisoft,M
RPG Maker 3,Role-Playing,PS2,2004.0,Enterbrain,E10+
Desert Strike Advance,Simulation,GBA,2002.0,Electronic Arts,E
Kabuki Warriors,Action,XB,2001.0,Genki,M
World Poker Tour,Misc,XB,2005.0,Take-Two Interactive,T
Age of Empires III: The Asian Dynasties,Strategy,PC,2007.0,Microsoft Game Studios,T
Elite Forces: Unit 77,Strategy,DS,2009.0,Deep Silver,T
IL-2 Sturmovik: Birds of Prey,Simulation,DS,2009.0,505 Games,E10+
Moshi Monsters: Katsuma Unleashed,Action,3DS,2013.0,Activision,E
Pirates: The Legend of Black Kat,Adventure,XB,2002.0,Electronic Arts,T
Crime Lab: Body of Evidence,Adventure,DS,2010.0,City Interactive,T
Disney's Chicken Little: Ace In Action,Shooter,DS,2006.0,Disney Interactive Studios,E
NanoBreaker,Action,PS2,2005.0,Konami Digital Entertainment,M
You Don't Know Jack,Misc,DS,2011.0,THQ,T
Bionicle,Action,XB,2003.0,Electronic Arts,E
GRID 2,Racing,PC,2013.0,Codemasters,E
Cabela's Trophy Bucks,Sports,Wii,2008.0,Activision Value,T
Criminal Girls: Invite Only,Role-Playing,PSV,2013.0,Nippon Ichi Software,M
Miami Vice: The Game,Shooter,PSP,2006.0,Activision,M
Samurai Warriors Chronicles 3,Action,PSV,2014.0,Tecmo Koei,T
BMX XXX,Sports,GC,2002.0,Acclaim Entertainment,M
Disney's Magical Quest 2 Starring Mickey and Minnie,Action,GBA,2003.0,Capcom,E
One Piece: Unlimited World Red,Action,WiiU,2014.0,Namco Bandai Games,T
Aggressive Inline,Sports,XB,2002.0,Acclaim Entertainment,T
Smart Boy's Toys Club,Misc,DS,2008.0,505 Games,E
Insecticide,Action,DS,2008.0,Gamecock,E10+
XGRA: Extreme G Racing Association,Racing,PS2,2003.0,Acclaim Entertainment,T
Kamen Rider: Dragon Knight,Fighting,Wii,2009.0,D3Publisher,T
Mario vs. Donkey Kong: Tipping Stars,Puzzle,3DS,2015.0,Nintendo,E
Tournament of Legends,Fighting,Wii,2010.0,Sega,T
Frogger: Helmet Chaos,Platform,DS,2005.0,Konami Digital Entertainment,E
Escape from Bug Island,Action,Wii,2006.0,Eidos Interactive,M
Cold Stone Creamery: Scoop It Up,Misc,Wii,2009.0,Zoo Games,E
My Pet Shop,Simulation,DS,2008.0,Square Enix,E
James Bond 007: Blood Stone,Shooter,DS,2010.0,Activision,T
Gradius Collection,Shooter,PSP,2006.0,Konami Digital Entertainment,E
Fist of the North Star: Ken's Rage 2,Fighting,X360,2012.0,Tecmo Koei,M
Gallop Racer 2004,Sports,PS2,2004.0,Zoo Digital Publishing,E
Rayman: Hoodlum's Revenge,Platform,GBA,2005.0,Ubisoft,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,Shooter,PS2,2004.0,Namco Bandai Games,T
F1 2001,Racing,XB,2001.0,Electronic Arts,E
Crimson Gem Saga,Role-Playing,PSP,2008.0,Sega,T
Monster Tale,Platform,DS,2011.0,Majesco Entertainment,E
Legend of the Dragon,Fighting,Wii,2007.0,Game Factory,T
Cel Damage,Racing,GC,2002.0,Electronic Arts,T
Backyard Hockey,Sports,DS,2007.0,Atari,E
Mirror's Edge Catalyst,Platform,PC,2016.0,Electronic Arts,T
The Pinball of the Dead,Misc,GBA,2002.0,Sega,T
Arc the Lad: End of Darkness,Role-Playing,PS2,2004.0,Sony Computer Entertainment,T
The King of Route 66,Racing,PS2,2003.0,Sega,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,GBA,2004.0,Ubisoft,T
Western Riding Academy,Simulation,DS,2010.0,Destineer,E
Tokobot,Platform,PSP,2005.0,Take-Two Interactive,E
Monster Madness: Grave Danger,Shooter,PS3,2008.0,SouthPeak Games,T
Land of the Dead: Road to Fiddler's Green,Shooter,XB,2005.0,Groove Games,M
